district,year,season,crop,area,production,yield,temperature,rainfall,humidity,nitrogen,phosphorus,potassium,organic_carbon,ph,micronutrient_score
west midnapore,2006,kharif,moong(green gram),95.37350230399917,55.0,0.5729166666666666,28.563365453976207,1586.8072130103449,80.21270801792838,0.19572864493983966,0.6580537465891473,0.6909456296340409,0.5437472818798476,6.515085063444685,0.7168493222459956
hugli,2006,rabi,masoor,583.8166974876779,337.0,0.6138433515482696,25.55755183711254,1163.3884397669601,57.763094373401046,0.4095695189613676,0.8238731767054529,0.8757117114458676,0.4303857777001691,6.095744617588663,0.6465671605356998
west midnapore,2012,summer,moong(green gram),549.1757378774237,404.0,0.7724665391969407,25.957807492429087,1629.689167777674,46.74518489206919,0.5660112457469805,0.9272945152156113,0.5879945954050445,0.6866276785262531,6.453464377924133,0.7461997977446935
west midnapore,2001,whole year,dry chillies,4731.28974232779,4211.0,0.8865263157894737,26.87262177590326,1915.247655957035,72.41553816039465,0.15936885806414247,0.8268135672684124,0.7747802237137605,0.465093403084721,6.558463465707389,0.7771879326408341
uttar dinajpur,2011,kharif,horse-gram,54.309436648925534,28.0,0.509090909090909,23.510364356234312,1865.6937252962166,81.54942116805522,0.6359240109375334,0.7073573277130045,0.4734393127638131,0.5797745485008565,6.17620906977377,0.7033922781682611
barddhaman,2000,kharif,groundnut,191.7495569314671,262.0,1.4475138121546962,20.220718941259232,1750.9092573098899,69.93492743428051,0.5175389492517313,0.9794831384457007,0.8458360817222863,0.5857392585007484,5.8800846797303805,0.8184499859955982
uttar dinajpur,2013,summer,moong(green gram),1180.311728474202,726.0,0.6558265582655827,25.629237791556562,1532.1745753722219,71.94362864778236,0.43983395631562694,0.5847536704452512,0.5516531294307053,0.4410547465032607,6.679908993155097,0.7481466209496466
nadia,1997,whole year,barley,132.1190154419049,120.0,0.975609756097561,28.20713562470256,93.43490300261085,71.3315987997638,0.14915946255462176,0.5723760499227915,0.6007072615539615,0.3959728632415769,6.805759712346303,0.7614401045453236
nadia,2011,whole year,tobacco,8.625708045498333,9.0,0.9,22.83072249727186,1450.862297774303,60.92336596402788,0.20528158249530254,0.6260679337292266,0.5568882295600271,0.4210746903898614,8.311729029869573,0.8091171487080461
birbhum,2008,rabi,khesari,574.3914448018395,638.0,1.0722689075630252,29.172034619421737,1406.639223230243,75.32069713452151,0.3257121149920162,0.9794078783891719,0.5121035793998845,0.38761171855592247,6.242342020835537,0.7066104881411455
barddhaman,2002,kharif,sunflower,83.16262694655026,79.0,1.0533333333333332,26.321755383916503,1292.9209083841147,67.99626331524756,0.4138434310270913,1.0419621313443472,0.6576068898206192,0.5183124288134433,6.511373497472819,0.9920842095765947
darjiling,2007,autumn,rice,4161.749997131729,6193.0,1.6220534311157675,19.57130522864497,1840.271690120204,66.82495125887326,0.4986081157067009,1.0952930350750019,0.5374871356913323,1.0032595265549906,6.027468672811166,0.3320722594736943
darjiling,2004,rabi,barley,23.362074116756904,44.0,1.9130434782608696,16.23831853124416,1194.1315681248293,66.63206970326883,0.46021861456309265,0.50075869182503,0.48526152568881786,1.0147493079281713,7.0304923340128145,0.5558555169506834
barddhaman,2014,rabi,peas & beans (pulses),446.61552807717703,397.0,1.0153452685421995,29.762569402885944,1170.9484739461357,59.3190442549809,0.45350993341779,0.9078675438190168,0.7132006309085756,0.5794916307801737,6.964879204241337,0.8696784446303509
west midnapore,2001,kharif,other kharif pulses,265.99438036957724,285.0,1.0,29.561868240973297,1520.2436714318392,85.15889397096109,0.6002959203037699,1.0849679740467886,0.592015393905128,0.654901541148615,6.735503467865244,0.7778040976378384
darjiling,2009,rabi,rapeseed &mustard,274.57960505415883,108.0,0.4778761061946903,18.863221141430135,1510.7358382541881,50.58575538574884,0.4389592143979305,0.841420472755211,0.4951890843612608,0.9804308422832333,6.528743456433799,0.34034406526460104
bankura,1998,rabi,masoor,93.6972061945051,50.0,0.4629629629629629,20.174333757567474,136.30661909926863,62.20187272229426,0.74108247425016,0.7701594188842296,0.7548533698179386,0.6275241088761958,5.742233516784593,1.0727948856790122
murshidabad,1999,rabi,small millets,40.54398473803457,17.0,0.425,22.593524753794807,106.55567250395498,61.58619355363076,0.3469678942292969,0.652432342874167,0.6015836398095432,0.3482677063605133,5.503953073447199,0.7168140729200198
darjiling,2011,rabi,linseed,84.64598862609192,28.0,0.3373493975903614,14.295251754550987,1908.4219337141813,57.998094905207324,0.49137227710733533,0.5557071741181694,0.5175444172444785,0.9019282977664572,6.314108143112602,0.5708569401407149
puruliya,1999,rabi,wheat,2708.019035717557,6928.0,2.5174418604651163,23.914216416374103,148.1186504962066,81.91592967326207,0.35915235690209124,0.9445544394670767,0.6040108973714362,0.40349466458305455,7.131330920594013,0.4680646687620537
dakshin dinajpur,2003,rabi,horse-gram,89.4069860858323,36.0,0.4736842105263157,24.750132148864626,1136.618434621018,70.15151017610077,0.48513999614286873,0.41957415729209746,0.716221306971874,0.4641373831962384,5.268557550794218,0.8504811176197461
dakshin dinajpur,2000,winter,rice,171739.36787874857,338010.0,2.036339757453807,24.057072305632037,1149.0898546519406,76.17781277723053,0.44133766093030025,0.45712565604361405,0.6789748912956848,0.5267172389915512,7.062674479210692,0.7355944531669693
jalpaiguri,2013,summer,rice,18067.38501563584,44767.0,2.2243366789227865,25.87573402553573,2565.442709249111,61.29708625812735,0.4822754748039154,0.45636346013859563,0.521751887322331,1.087975874765447,5.584237946147646,0.675724528700157
darjiling,2012,winter,sesamum,13.48936572375202,9.0,0.6,18.53015283616102,1645.8579975301666,51.49571643881134,0.5112698050362594,0.5858388043571485,0.4461028027756225,0.8632928449933635,6.571257029075896,0.5454040279445448
uttar dinajpur,2007,summer,moong(green gram),151.86293666767756,144.0,0.9863013698630136,22.688661578970354,2236.5533246439472,68.14540248833775,0.5192790176030485,0.7602499966231826,0.49250706447687087,0.5985214978704909,5.394065416774995,0.8581907442188178
jalpaiguri,1997,whole year,pulses total,577229.0922398071,437300.0,0.653271586495369,22.14097478813062,164.38992812115424,59.71333627700112,0.4371940044966754,0.4210342443784749,0.5082358921833275,0.9234813273523902,5.274924500849817,0.706326875972624
darjiling,2013,rabi,masoor,29.921231935705972,22.0,0.8148148148148148,17.946776386946564,1323.6482435462287,66.77932702068841,0.5218332388972344,1.106086897433858,0.45758529071383713,1.0386478611613286,6.549508508667035,0.33726254025152846
darjiling,2003,rabi,khesari,37.57104087054201,41.0,0.8913043478260869,18.86553172278474,1008.8906333781739,60.050623830661586,0.5321572489784228,0.5391681099910788,0.5106810471832469,0.8699467399855105,6.223636560219013,0.5303178191209557
maldah,2013,rabi,moong(green gram),147.93316803356714,45.0,0.3169014084507042,23.848781270391356,1207.3652051251736,61.31912393850386,0.24624592993678823,0.9356655553186094,0.20318023129257037,0.4259513001003442,7.742210319390587,0.94101003214164
west midnapore,2008,rabi,safflower,88.83693802244315,54.0,0.6835443037974683,29.97545505035276,1902.8307017209515,69.60633734121505,0.6025820235467991,0.9223918109345512,0.5227682328119387,0.7277824887105527,6.688266424966722,0.8299184776940646
west midnapore,2002,rabi,rapeseed &mustard,21157.490840771876,14372.0,0.7789279713836649,23.08141330007374,1419.3731941105075,82.43892199103408,0.5111014095784332,0.8992727838493291,0.5538886060763243,0.8209258616649522,7.647139004317857,0.7638732712393218
north 24 parganas,2002,kharif,urad,1380.2216809202444,879.0,0.7181372549019608,23.904593183862627,1311.7681042774684,74.2925900954458,0.5165754214201266,0.9458203262175313,0.5944438801920541,0.7958375963510477,5.915325154435313,0.8427333871878757
north 24 parganas,2008,rabi,gram,324.43339117549687,378.0,0.9287469287469288,26.26798271441782,1262.0005518011885,82.62034897087624,0.44826897601991744,0.975133240295484,0.6359142649113455,0.784545421972226,7.60440824221195,0.8631342525494264
darjiling,2010,summer,sesamum,84.72204873941774,50.0,0.5952380952380952,18.427023333813672,2217.325037733824,62.23087348789904,0.5770072711202388,1.0856302015509183,0.5563525249083128,0.8924846923407505,7.04938274297722,0.337605561367986
puruliya,2011,autumn,rice,192.54080559244346,245.0,1.225,20.631230969130122,1822.5799500092987,53.513770760706194,0.39095325858753055,0.8508790700048601,0.6010195375289396,0.3488205228124996,7.140946126903421,0.5638646732695404
barddhaman,2002,rabi,rapeseed &mustard,42619.43569664198,36224.0,0.8582665971662796,28.094054249692725,1386.249901596152,70.58234504338004,0.2682998876329411,0.5869069226801101,0.45241075990787855,0.4175415024756337,7.120915058521501,0.8037830077197149
bankura,2014,autumn,groundnut,298.1850438402055,249.0,0.939622641509434,30.158256368432454,1200.6905863199904,67.12780730020272,0.7440709583772207,0.8271885866701486,0.8013431372752784,0.5274718074616951,7.537487114398542,0.9320039447838365
puruliya,2001,kharif,ragi,167.10027792202013,58.0,0.3493975903614458,27.02330644466342,1446.2843456639275,62.06315297807743,0.3113852235581287,0.9223612852136183,0.6121940027335978,0.3245207435349523,6.618721659513826,0.5923337119023031
barddhaman,1999,rabi,safflower,21.253864853931226,6.0,0.3,25.37027049930296,132.07199277117533,68.02065377523023,0.5364719360509267,0.8806633615678489,0.5828502567869366,0.49310833897740664,6.544887435901173,0.7860628592125343
nadia,2010,rabi,peas & beans (pulses),5770.002080940866,6554.0,1.061892417368762,29.137327829551914,1379.3991662949584,64.27553823694299,0.19365560481425542,0.7103257626410623,0.6364180388473629,0.44563029914184904,7.861560723718168,0.7260987414068464
bankura,2004,kharif,dry ginger,144.23808872102933,325.0,1.766304347826087,27.559614678888284,1367.2067022714461,66.2522535951955,0.6904573469275214,0.8747252686750863,0.5705067152066672,0.701368357919651,6.9261424548651975,0.9375494043062533
west midnapore,2014,rabi,wheat,6641.109063485996,12259.0,2.124978332466632,26.0086995183092,1752.9978376213496,76.67812519228548,0.22350924304022812,0.558893259506644,0.8386010846184366,0.44918117311327893,6.72021676966592,0.792553181421011
west midnapore,2006,rabi,gram,12.3137693796438,10.0,0.7692307692307693,26.13872040239753,1976.6755755877589,71.05539617449914,0.43117425667005055,0.8792381580494318,0.5920774054045451,0.742235213422341,7.259624531044001,0.7341007653675782
south 24 parganas,1999,rabi,moong(green gram),328.86781297964467,330.0,1.1,30.83998361833122,108.469153453094,66.28202395520647,0.3989310818201863,0.7983540829790492,0.7034614247306212,0.5839718794274289,6.093125311907481,0.7840734059328144
darjiling,1999,rabi,moong(green gram),24.75405948367374,15.0,0.6,15.456925465586997,99.3901851442733,71.0691657896385,0.5989883242232771,0.5803292825382129,0.5569164163490252,1.0549402161891157,6.524270206713393,0.587114763646568
barddhaman,2009,rabi,safflower,1.9274492692648248,1.0,0.5,29.599384942080874,1545.428598185649,57.50855650248919,0.44687332138539826,0.9515613281273391,0.6422449553704457,0.5392212902064832,6.712317526502838,0.8157062397393848
nadia,2003,summer,rice,124723.21955064696,397368.0,3.344229183147902,19.787744638615347,1288.6759778668488,70.31359441421428,0.1970200774394927,0.7792886601238447,0.6452680176928615,0.38723780719963485,6.910362168480562,0.793774770810318
east midnapore,2004,whole year,turmeric,1362.0545692781923,2556.0,2.190231362467866,25.108571216402236,1009.5128187909046,78.58762107394566,0.4143395700263528,0.9654140769046422,0.6120692531783712,0.895443500957274,6.99948013434808,0.7726168405936842
barddhaman,2003,kharif,jute,8973.430413897757,215084.0,18.305021276595745,25.379414621233295,1469.8087626450663,88.83784401243884,0.38750413643391884,0.5871768830737046,0.3636355207782824,0.37072393696258815,6.65275897965373,0.9234285105948463
east midnapore,2010,winter,rice,216045.96389825316,608689.0,2.285297540829735,29.9935197552119,696.0655982149193,78.39382961983964,0.4994102846465578,0.935126804216539,0.5058716612225754,0.794140977577584,8.31019598446831,0.9689557152501265
east midnapore,1997,rabi,oilseeds total,3141696.6772307823,3366900.0,1.1604797849239996,27.876434575503552,95.80900910728631,81.09947722614551,0.5608279480328621,0.7995078646478628,0.6027840823236837,0.7893676360148232,6.755227418690569,0.8048787777819293
dakshin dinajpur,1997,summer,rice,18098.038180501153,47620.0,2.6943532873147,29.55741319255276,120.50534453168244,65.32777007129046,0.506149349365106,0.3779241067766631,0.8362119331979714,0.4358300462365988,6.782540487181979,0.706028745039946
west midnapore,2007,whole year,dry chillies,5914.252285339704,6216.0,1.1109919571045577,27.176120205999503,2404.568158295984,74.07078515767479,0.1949530265707446,0.6581793482429793,0.8585019739471351,0.5299665740365915,4.900558671207012,0.8305008025182686
puruliya,2003,kharif,arhar/tur,6.408975193893683,6.0,1.0,22.843111848083414,1821.7398203419657,71.91100549652282,0.3809680043862502,0.8847841670257894,0.6473929291389022,0.29830861318731944,6.133636536073946,0.46819258841640277
murshidabad,2007,summer,sesamum,11298.204695724804,13277.0,1.0026431052711071,26.04489785551587,1713.6716837697227,74.4142740707286,0.27665457845337765,0.676615695836097,0.5503844746567371,0.3888946146715639,5.992994518942498,0.6588330416510012
barddhaman,2012,kharif,sannhamp,33.862501911331044,168.0,5.090909090909091,24.789319353312244,1146.4465749046553,74.90450771143374,0.49415825238334576,0.9072509417458923,0.6686876287821708,0.5552999366652774,6.2384882375377,0.8721433025939879
east midnapore,1998,whole year,groundnut,8995.421541678608,9100.0,1.0299943406904355,21.70113533644502,102.42736555658506,84.83814334562476,0.4900801493002376,0.9912134343095101,0.5100303086423048,0.8922085211448259,6.764717330533452,0.9532887313455359
puruliya,2005,rabi,masoor,12.530896976181523,3.0,0.2142857142857142,27.98985531554398,1372.7081183986497,53.666952178517164,0.32267069318436004,0.8706118433126943,0.6292571548937687,0.3586411915207919,5.3434552150904375,0.5547911019912255
maldah,2006,kharif,jute,19485.778137584293,341289.0,14.705028221810505,26.365042066199766,1201.4397364886408,74.46008449958921,0.23981184577268821,0.8806650595642957,0.20619191394597805,0.476359255789928,6.388676046884659,0.8569212657818023
jalpaiguri,2011,rabi,potato,32839.02799404182,845880.0,26.530753065897187,27.284477472021283,2322.9461497406246,72.34747409230786,0.48845125902282455,0.4159435826823702,0.5701740893332675,0.9719351374370758,5.430819926324112,0.7574191063604879
bankura,2005,whole year,turmeric,299.5480836502185,510.0,1.7647058823529411,23.816648618074538,1511.3978516065395,71.81969466898903,0.6812608701121934,0.9749054849859639,0.8594433793057538,0.5869240212058171,6.151873912898461,0.9768537671320717
birbhum,2012,autumn,groundnut,48.53681512418523,49.0,1.0425531914893618,25.625375869038724,1289.8918680762063,46.444672518170435,0.31381262216718114,0.9547251300819518,0.4157683473480373,0.37956123504429623,5.300222329021825,0.8044229093374479
darjiling,2009,rabi,maize,44.469927420439866,130.0,2.6,18.134644124793336,1270.369551242142,73.45126392638684,0.5432875025892991,1.158157074069119,0.4931481257838378,1.0175040472821344,7.679437872098022,0.279417560721902
hugli,2001,whole year,potato,70904.65940191479,2356389.0,29.630422754822323,24.936683480919008,1394.557880721254,67.62614079525872,0.44877150130049326,0.8851879740321458,0.9307851022686559,0.4970022063953248,6.611870736584949,0.8171804373384278
south 24 parganas,1999,rabi,wheat,2140.1065226451574,2841.0,1.3573817486860966,28.142255326580997,119.65835149804636,74.48806752325375,0.4059799234580018,0.7026437182253966,0.7956512094500959,0.5385132521703592,7.545002116666546,0.9111010794430193
maldah,1998,kharif,maize,8754.933008821365,27320.0,3.607553149346362,26.91985405887758,98.06484088305163,71.74723375652955,0.23950871991493222,0.9876344773859591,0.21882666576766516,0.34420496720518823,6.907364128412413,0.6237197956280158
nadia,2008,summer,rice,119980.14473137746,365878.0,3.4887721339143534,23.774505204510362,1485.9856089350258,69.32510105787188,0.17599897148041474,0.674781582033923,0.6600938177690254,0.4180132455783172,6.695006690676104,0.6785466043444479
darjiling,2007,winter,sesamum,9.537520851561645,6.0,0.6,17.925489188095813,1886.8068748623168,68.11352063126365,0.5385090587502691,0.5068402759816952,0.5820194697699402,1.0744739272285877,6.641636786022809,0.539682439115442
barddhaman,2003,summer,groundnut,312.2885727766591,382.0,1.2607260726072609,24.572988372830718,1532.0397605301596,79.39454062071223,0.541604806947516,1.006231551405035,0.6719576994419443,0.5924632801707961,6.455024211214936,0.8822783037059343
murshidabad,2013,rabi,gram,5906.70642647639,6705.0,1.1457621326042378,22.936019384368112,1306.819444422876,70.50991544232706,0.2919379223046876,0.7235569276271795,0.6168876443736735,0.3954348864541764,7.23280906697107,0.798636197413425
west midnapore,2001,whole year,turmeric,1459.0083156702021,1092.0,0.84,22.79378284502979,1539.0296069577673,79.04576306836657,0.2072742400997927,0.6771716508116757,0.8204136534742563,0.48128221743712496,6.44220088597203,0.784488824178992
barddhaman,2012,kharif,urad,26.240032381465216,6.0,0.2857142857142857,17.93920832447407,1113.4064376006816,67.7125378742873,0.25889562787482495,0.6787029319050618,0.47888314332678905,0.344525417436149,6.718166268654304,0.8635135595936294
west midnapore,2005,rabi,peas & beans (pulses),28.084515184936137,33.0,1.2692307692307692,26.74834376988826,1730.5614715228292,66.62377235837987,0.5580864358127647,1.0468722662889458,0.5049374392920141,0.7168246647217971,7.6012196499715605,0.8596067829289168
darjiling,2012,rabi,small millets,419.17807570872117,700.0,1.4,21.07005581679387,1504.9670852025556,65.87964708945339,0.5240664922985002,0.9292703672553286,0.3995445292467685,0.9558931875556839,6.3036255607272995,0.32266959464897416
barddhaman,2009,rabi,maize,218.986464466544,453.0,2.1990291262135924,20.35320713802016,1459.1459380294143,68.48900594840066,0.5133295424591919,1.0862621540849324,0.5324205550339204,0.5041548946816894,7.279805950289145,0.7916085514167202
south 24 parganas,2008,summer,moong(green gram),6900.825981657362,3167.0,0.4300067888662593,26.439466236756754,1422.5992662127844,71.53292193151206,0.29404841867397197,0.7561747969854891,0.79766291951836,0.5386273775776941,7.887462916670127,0.7539633298061093
darjiling,2012,summer,moong(green gram),101.38833725085401,60.0,0.4958677685950413,15.662448201502235,1517.7866249050383,53.25473676909007,0.5462090495504462,0.4849853606077794,0.5832332941518524,0.9638866771217384,7.901402722608959,0.5264828019312824
barddhaman,2009,kharif,moong(green gram),29.525905783009414,15.0,0.5357142857142857,27.824126464469508,1471.4991019823046,70.30969478783072,0.3028089716739819,0.5540484669970697,0.5266400270575372,0.3576648365893124,6.884574913019448,0.784393345911399
bankura,1999,summer,sesamum,11331.62576859338,7840.0,0.6381246947745401,25.278036626253567,138.41201966321307,77.59525583090434,0.6692028915331267,0.7915214496278223,0.7573851341429989,0.6204150150024922,6.014802052901356,1.1302535681422234
hugli,2008,kharif,jute,22289.315359416214,444807.0,18.103663003663005,24.448909129820517,1172.9514380182418,68.75389127473913,0.3412509400295763,1.0221891265571639,1.0045343470756318,0.4234456417579177,6.117652447663868,0.6564395232682863
kochbihar,2002,rabi,small millets,92.27547236396757,60.0,0.6,22.075400642469063,2065.247016131774,52.8120447240852,0.27603900246397456,0.8561780163141057,0.4827528380868236,0.6049352511037133,6.7456155036465555,0.7231572259480692
maldah,2000,whole year,potato,2506.6011556286358,42852.0,17.641827912721286,23.3516707675409,1002.9638294986696,62.4992907551047,0.2287064374190423,1.0336963066424278,0.16362967421905392,0.43347464910400535,6.762964472645359,0.8363389174545937
hugli,1998,autumn,rice,6685.948606526415,16250.0,2.179452789699571,28.56863622515762,94.70000836373308,72.8931433923109,0.32789563277123807,0.9870823488106998,0.9114286379615107,0.40165124845651134,6.662169075346445,0.748929924057874
bankura,1998,winter,rice,261643.82610297512,692470.0,2.35111772055628,25.55121552626787,134.52315381263207,73.68356536296562,0.7217448671531708,0.9493777449175559,0.6308901966043976,0.5724632868175423,7.121691561251918,0.8500990351644505
murshidabad,2003,kharif,groundnut,80.46910050855035,75.0,1.0,25.95394547544381,1260.7132291699183,71.48801781680925,0.2666785886436554,0.641116578013538,0.6471731701966777,0.40894432711357953,6.921152103870655,0.6452837430469442
puruliya,1999,kharif,dry ginger,101.21834790145584,139.0,1.4946236559139785,24.494679121247966,138.17096815268513,66.47277443948377,0.3625966086500127,1.0785909768153665,0.6126917147277692,0.34254739745119567,6.212343072675869,0.6265449852871443
west midnapore,2014,rabi,horse-gram,498.74100191377676,270.0,0.52734375,28.46466908023174,1652.1602549673712,64.8972827016304,0.4798031248936613,0.9694775711593742,0.564570315376766,0.7997826653425244,7.580790448585514,0.8644579263004555
darjiling,2001,whole year,coconut,187.45718329237303,2743.7,17.36518987341772,16.676016027799584,972.5085162614781,57.95032409064173,0.562631683286824,0.39854502980119383,0.6124089806249764,0.7559994564709551,5.608163568304242,0.5457803901287764
barddhaman,2002,whole year,sugarcane,640.5427326452011,46733.0,66.28794326241135,23.95844832900849,1549.5280718868653,68.87855791973774,0.3636170198447438,0.613301834450902,0.41350383967836657,0.34506286040614814,6.516102996666289,0.813979938281966
uttar dinajpur,2007,summer,maize,2877.5182976499536,22757.0,6.500142816338189,25.330375152022985,1921.289886749051,69.31771647523232,0.4586833779919231,0.830955950025383,0.5421785871432567,0.45819346188915006,5.920624762598174,0.6754849242691318
birbhum,2008,whole year,arecanut,39.50173293825042,63.0,1.6153846153846154,23.32791199872078,1425.196558128082,69.53752315130156,0.31060859245710837,0.9411629223977569,0.6427020595080296,0.3261136209060201,6.66799586130249,0.7587743104965666
dakshin dinajpur,2003,rabi,urad,2505.798760785613,1752.0,0.6870588235294117,24.993974871436322,1137.0978316733153,70.61906869361881,0.46009172810796495,0.38240576733986753,0.7302794582830403,0.5616289208816586,5.937029842364199,0.8580147903106083
uttar dinajpur,2002,rabi,wheat,48609.610673909825,82639.0,2.045114828746782,25.336385121556965,1876.563236117512,72.60462978624034,0.5776282551604657,0.8151899713470371,0.42177140763261317,0.5122758991800823,6.453754599597024,0.7625682907958219
barddhaman,1999,rabi,dry chillies,990.3502230114414,1581.0,1.2517814726840857,25.5622646003399,131.86934203188434,77.7190594878835,0.34765175625911066,0.695214078807594,0.4812566756826676,0.3471052353961556,6.76234525346601,0.6724885572746362
darjiling,2004,rabi,linseed,112.02852909583605,29.0,0.2396694214876033,17.884333606435778,1154.2237401517746,73.28210490706999,0.49282717473310045,1.0442741937970283,0.4858921115106824,0.8995091977526686,6.433137167883588,0.3559090902606452
darjiling,2007,kharif,jute,2528.912918523559,28265.0,10.686200378071833,19.417051266799724,2033.5449760111799,73.44685445030716,0.4921873837793801,0.904838555217793,0.5185005855455231,1.0660346041898487,7.258436678998054,0.2313938070943456
puruliya,2005,kharif,sunflower,48.32925983259419,33.0,0.7333333333333333,24.626403792734973,1008.8042139057229,63.04203364179041,0.36756526494015007,0.7241726654884302,0.5920845990600403,0.3695124139462576,6.162926433053716,0.4914389827521928
darjiling,2002,kharif,groundnut,4.475114725999036,6.0,1.5,18.572845419013223,1027.1677929867594,72.65032465900974,0.46084289598025924,0.5130063817214388,0.5475936716823099,0.8828564779224682,6.509374594804656,0.7264135445017148
north 24 parganas,2002,winter,rice,195344.82678503974,436010.0,2.4102532919103585,28.871960423759027,1216.518886104209,73.96029585134066,0.42338783326400536,1.1489737193255494,0.47270420181956113,0.6877368799327047,7.260474946527997,0.923674732420251
nadia,2004,rabi,peas & beans (pulses),4867.553505229218,3932.0,0.878659217877095,22.29877706866725,1414.6202499888993,84.11769082869381,0.22353501898474917,0.7440555287014575,0.6742785621420494,0.4817871040726544,7.050030950960247,0.7304070431624996
darjiling,2000,rabi,wheat,3356.34344015708,6250.0,1.9201228878648235,17.584379387643633,758.0847371724182,68.44498105033907,0.4472546837961359,0.518389550654969,0.5687155652719916,0.7961688578885365,6.507132141120096,0.5167618979579472
nadia,1999,rabi,moong(green gram),180.9147855455144,94.0,0.562874251497006,24.005020850402573,128.1919115469966,68.07212032634995,0.20061009848024627,0.7333865617049409,0.622416718823735,0.46553725669844126,6.128175276662185,0.684420879059897
barddhaman,2000,kharif,other kharif pulses,12.715679465239177,10.0,0.7142857142857143,22.699021912444774,1537.837751402469,64.86005585110135,0.5399633652389253,0.9197932901143663,0.6114916384254934,0.5499779572527345,6.797979963607589,0.8377082787507366
hugli,2008,summer,rice,108138.41356536298,304575.0,2.8617401108709952,22.966907682678464,1188.868122747154,72.2138823812729,0.37764487478196007,1.119349934416105,0.9170483503235654,0.48788086281326437,7.56215905197031,0.9777387368058569
barddhaman,1998,kharif,soyabean,42.37990271026403,31.0,0.6888888888888889,32.82297836062861,128.27474500607894,70.20662914239914,0.310585850402533,0.5089646707591015,0.47424926215012037,0.384981949667699,6.509221382241356,0.8152902589423137
puruliya,2011,autumn,groundnut,649.9757953117424,670.0,1.012084592145015,19.867671853471105,1586.371430742906,62.76770575170251,0.295422075829701,0.8390341433932618,0.678531861807981,0.39826347000513984,6.49854175527358,0.536440111242854
jalpaiguri,2008,whole year,coconut,874.625847524632,11538.0,14.458646616541351,26.98898040137971,1743.6053726195505,66.07782654824427,0.5393997568588444,0.4536823502513551,0.5337565422740069,1.0102664471133496,5.297648886087012,0.5714174836371054
birbhum,2001,rabi,masoor,3275.966970471886,1848.0,0.5972850678733032,27.529710489512016,1590.1458594384565,62.31203481569531,0.33502064413452537,0.993763828400613,0.616441483641588,0.40847875505826053,6.33692279556604,0.7700275255970327
darjiling,2011,kharif,soyabean,661.3400794080089,440.0,0.8365019011406845,19.356364380863216,2034.3360218216537,69.39220058240764,0.5831434528631363,0.46237470989779444,0.5819658801424757,0.7490690893850909,6.5970583625278465,0.5414208462791349
darjiling,2014,rabi,maize,49.563250413450255,164.0,2.981818181818182,18.75355912329652,1570.8066757008048,70.74693663692202,0.5531913671802181,0.5376801857353144,0.4856174391635827,0.8735665660782594,6.8684276411031275,0.6147297433289066
barddhaman,2013,rabi,maize,241.02961162521362,665.0,2.2696245733788394,26.906271070478915,1466.6741841744042,75.78520351051462,0.3179219940575259,0.5674097785158713,0.5603009471811229,0.30530876837701926,6.4957879317145855,0.6713926824967268
barddhaman,2001,winter,rice,502005.7084122313,1155222.0,2.7474736424023765,22.310080884036424,1769.5358243182552,68.28916293632362,0.5059990623119451,1.0706210197326378,0.6795634367265014,0.5100903297682307,6.610739097639751,0.8191704311324265
darjiling,1999,rabi,small millets,476.35728903757655,700.0,1.4,18.033814921656003,123.89940214511358,65.55299801113637,0.5876572945967752,0.4533084716017789,0.5483171130964116,0.8325768589308506,6.774804966453112,0.4908924329574297
bankura,2004,kharif,dry ginger,184.50848204705304,325.0,1.766304347826087,25.8656985981289,1471.804654696958,72.3760346441788,0.7117977346996629,0.9467266245570785,0.6679672081151216,0.720964510868773,6.091853841441725,1.0460436373760384
barddhaman,1999,winter,potato,41532.594339102594,1242083.0,27.484576916268367,23.323273401208844,124.184745488962,68.01147521271666,0.3316815953295046,0.6345503594184599,0.4390952074213255,0.3440209673244727,6.787820003174763,0.8237102857260901
murshidabad,2007,summer,sesamum,14209.744597242798,13277.0,1.0026431052711071,25.6785770763126,1286.0274366009571,72.89492270922939,0.20886495202095318,0.754853086691546,0.5700256046995703,0.362113217750294,7.3149472027434275,0.7333027389320087
darjiling,2014,autumn,maize,16758.035654347997,36415.0,2.339844502987856,17.728061180053675,1437.4503464080033,72.10387354537572,0.5979420642081154,0.9365245868693262,0.5437220073444781,1.0157353954290815,6.4065000303693616,0.3243344015039629
north 24 parganas,2013,rabi,khesari,301.92533645344156,520.0,1.2935323383084578,26.438803827162257,1480.393938345221,86.00813545736449,0.46171355894302735,0.8530265148417443,0.5925504501347416,0.8208142674787146,8.134968840597024,0.901019126701544
uttar dinajpur,2008,summer,maize,14464.017389185345,94894.0,6.025015873015873,22.711498737322568,1560.7137746301596,70.57126798225826,0.4220371030687048,0.6266240387168267,0.5534535439152861,0.42590837343833543,6.2741869495259515,0.7074872430197202
west midnapore,2004,kharif,urad,308.2095414635724,139.0,0.4330218068535825,26.063484443176034,1501.2893067634254,74.47659476484026,0.5883308816564172,1.180742839556922,0.5702640216916959,0.7811978952670062,6.342412256046606,0.8625748248185081
darjiling,2013,autumn,rice,3378.4315118576988,6823.0,1.942767653758542,16.868255899116743,1705.952475939209,74.8862305804755,0.5756252919361285,0.5295688794372857,0.6069806339061206,0.9702211044712882,6.863272932522268,0.5980904589684153
