,district,state,year,month,temperature,rainfall,humidity
94252,barddhaman,west bengal,2006,7,28.68,8.95,87.23
94253,nadia,west bengal,2006,7,28.69,7.96,87.29
94262,murshidabad,west bengal,2006,7,29.18,7.04,84.96
94269,maldah,west bengal,2006,7,29.31,6.88,84.35
94277,dakshin dinajpur,west bengal,2006,7,29.13,7.91,85.55
94285,uttar dinajpur,west bengal,2006,7,29.11,10.42,85.15
94297,east midnapore,west bengal,2007,7,28.48,18.42,88.85
94298,north 24 parganas,west bengal,2007,7,28.35,19.33,89.54
94299,south 24 parganas,west bengal,2007,7,28.35,19.33,89.54
94300,haora,west bengal,2007,7,28.24,19.33,89.81
94301,kolkata,west bengal,2007,7,28.24,19.33,89.81
94304,hugli,west bengal,2007,7,28.25,20.21,89.62
94307,barddhaman,west bengal,2007,7,28.35,19.84,89.13
94308,nadia,west bengal,2007,7,28.22,20.68,90.25
94317,murshidabad,west bengal,2007,7,28.76,15.21,86.91
94324,maldah,west bengal,2007,7,28.96,13.7,85.69
94332,dakshin dinajpur,west bengal,2007,7,28.84,14.68,85.92
94340,uttar dinajpur,west bengal,2007,7,28.86,18.33,85.35
94352,east midnapore,west bengal,2008,7,28.19,10.38,90.08
94353,north 24 parganas,west bengal,2008,7,28.02,10.46,90.66
94354,south 24 parganas,west bengal,2008,7,28.02,10.46,90.66
94355,haora,west bengal,2008,7,28.08,9.91,90.3
94356,kolkata,west bengal,2008,7,28.08,9.91,90.3
94359,hugli,west bengal,2008,7,28.18,9.21,89.28
94362,barddhaman,west bengal,2008,7,28.37,8.13,88.18
94363,nadia,west bengal,2008,7,28.31,8.26,88.78
94372,murshidabad,west bengal,2008,7,28.85,5.81,85.91
94379,maldah,west bengal,2008,7,28.97,5.18,85.35
94387,dakshin dinajpur,west bengal,2008,7,28.87,5.47,85.67
94395,uttar dinajpur,west bengal,2008,7,28.84,6.89,85.88
94407,east midnapore,west bengal,2009,7,29.04,9.33,85.52
94408,north 24 parganas,west bengal,2009,7,28.92,10.08,86.28
94409,south 24 parganas,west bengal,2009,7,28.92,10.08,86.28
94410,haora,west bengal,2009,7,29.02,8.87,85.06
94411,kolkata,west bengal,2009,7,29.02,8.87,85.06
94414,hugli,west bengal,2009,7,29.04,8.8,84.79
94417,barddhaman,west bengal,2009,7,29.26,8.73,83.54
94418,nadia,west bengal,2009,7,29.08,9.16,84.97
94427,murshidabad,west bengal,2009,7,30.2,7.7,78.28
94434,maldah,west bengal,2009,7,30.41,7.72,77.44
94442,dakshin dinajpur,west bengal,2009,7,29.86,8.69,81.24
94450,uttar dinajpur,west bengal,2009,7,29.79,11.28,81.69
94462,east midnapore,west bengal,2010,7,28.87,6.99,85.46
94463,north 24 parganas,west bengal,2010,7,28.76,7.3,86.34
94464,south 24 parganas,west bengal,2010,7,28.76,7.3,86.34
94465,haora,west bengal,2010,7,28.77,6.93,85.68
94466,kolkata,west bengal,2010,7,28.77,6.93,85.68
94469,hugli,west bengal,2010,7,28.75,6.67,85.72
94472,barddhaman,west bengal,2010,7,28.85,6.23,85.2
94473,nadia,west bengal,2010,7,28.73,6.32,86.49
94482,murshidabad,west bengal,2010,7,29.31,5.57,83.1
94489,maldah,west bengal,2010,7,29.28,6.61,83.82
94497,dakshin dinajpur,west bengal,2010,7,28.91,9.71,86.16
94505,uttar dinajpur,west bengal,2010,7,28.67,16.41,87.42
94517,east midnapore,west bengal,2011,7,28.49,8.62,86.09
94518,north 24 parganas,west bengal,2011,7,28.44,9.32,86.43
94519,south 24 parganas,west bengal,2011,7,28.44,9.32,86.43
94520,haora,west bengal,2011,7,28.28,8.65,87.29
94521,kolkata,west bengal,2011,7,28.28,8.65,87.29
94524,hugli,west bengal,2011,7,28.25,8.21,87.51
94527,barddhaman,west bengal,2011,7,28.36,7.1,87.05
94528,nadia,west bengal,2011,7,28.38,7.43,87.41
94537,murshidabad,west bengal,2011,7,28.9,5.27,84.25
94544,maldah,west bengal,2011,7,29.08,5.98,83.51
94552,dakshin dinajpur,west bengal,2011,7,28.87,8.44,84.78
94560,uttar dinajpur,west bengal,2011,7,28.72,13.83,86.28
94572,east midnapore,west bengal,2012,7,28.88,8.7,84.8
94573,north 24 parganas,west bengal,2012,7,28.72,9.36,85.54
94574,south 24 parganas,west bengal,2012,7,28.72,9.36,85.54
94575,haora,west bengal,2012,7,29.08,8.74,83.46
94576,kolkata,west bengal,2012,7,29.08,8.74,83.46
94579,hugli,west bengal,2012,7,29.28,9.05,82.46
94582,barddhaman,west bengal,2012,7,29.48,9.18,81.68
94583,nadia,west bengal,2012,7,29.31,9.21,82.91
94592,murshidabad,west bengal,2012,7,29.75,9.14,81.51
94599,maldah,west bengal,2012,7,29.66,10.27,82.81
94607,dakshin dinajpur,west bengal,2012,7,29.17,12.56,85.98
94615,uttar dinajpur,west bengal,2012,7,28.96,16.26,87.12
94627,east midnapore,west bengal,2013,7,28.93,9.41,85.63
94628,north 24 parganas,west bengal,2013,7,28.76,9.92,86.48
94629,south 24 parganas,west bengal,2013,7,28.76,9.92,86.48
94630,haora,west bengal,2013,7,28.77,9.12,86.64
94631,kolkata,west bengal,2013,7,28.77,9.12,86.64
94634,hugli,west bengal,2013,7,28.78,8.16,87.0
94637,barddhaman,west bengal,2013,7,28.93,6.57,86.58
94638,nadia,west bengal,2013,7,28.86,6.43,86.92
94647,murshidabad,west bengal,2013,7,29.41,4.45,84.7
94654,maldah,west bengal,2013,7,29.45,5.18,84.79
94662,dakshin dinajpur,west bengal,2013,7,29.13,7.6,86.74
94670,uttar dinajpur,west bengal,2013,7,29.0,11.48,86.8
94682,east midnapore,west bengal,2014,7,29.1,10.14,86.99
94683,north 24 parganas,west bengal,2014,7,28.93,9.91,87.79
94684,south 24 parganas,west bengal,2014,7,28.93,9.91,87.79
94685,haora,west bengal,2014,7,28.98,9.02,87.27
94686,kolkata,west bengal,2014,7,28.98,9.02,87.27
94689,hugli,west bengal,2014,7,29.06,8.04,86.69
94692,barddhaman,west bengal,2014,7,29.2,7.13,86.09
94693,nadia,west bengal,2014,7,29.0,7.53,87.4
94702,murshidabad,west bengal,2014,7,29.45,6.82,85.13
94709,maldah,west bengal,2014,7,29.51,7.32,84.9
94717,dakshin dinajpur,west bengal,2014,7,29.34,7.09,85.78
94725,uttar dinajpur,west bengal,2014,7,29.39,8.39,85.8
94737,east midnapore,west bengal,2015,7,28.42,25.26,89.19
94738,north 24 parganas,west bengal,2015,7,28.26,27.71,90.32
94739,south 24 parganas,west bengal,2015,7,28.26,27.71,90.32
94740,haora,west bengal,2015,7,28.31,22.48,89.67
94741,kolkata,west bengal,2015,7,28.31,22.48,89.67
94744,hugli,west bengal,2015,7,28.39,20.85,88.97
94747,barddhaman,west bengal,2015,7,28.54,17.63,87.93
94748,nadia,west bengal,2015,7,28.37,17.84,89.49
94757,murshidabad,west bengal,2015,7,28.97,10.55,85.89
94764,maldah,west bengal,2015,7,29.14,8.01,85.13
94772,dakshin dinajpur,west bengal,2015,7,28.98,6.61,86.1
94780,uttar dinajpur,west bengal,2015,7,29.26,6.46,84.13
94792,east midnapore,west bengal,2016,7,28.73,15.18,85.94
94793,north 24 parganas,west bengal,2016,7,28.47,18.28,87.7
94794,south 24 parganas,west bengal,2016,7,28.47,18.28,87.7
94795,haora,west bengal,2016,7,28.56,12.38,86.3
94796,kolkata,west bengal,2016,7,28.56,12.38,86.3
94799,hugli,west bengal,2016,7,28.53,11.38,86.21
94802,barddhaman,west bengal,2016,7,28.57,11.0,86.18
94803,nadia,west bengal,2016,7,28.37,13.6,88.27
94812,murshidabad,west bengal,2016,7,28.97,12.33,85.39
94819,maldah,west bengal,2016,7,29.09,13.65,85.47
94827,dakshin dinajpur,west bengal,2016,7,28.74,19.21,88.1
94835,uttar dinajpur,west bengal,2016,7,28.72,19.25,88.31
94847,east midnapore,west bengal,2017,7,28.72,24.85,87.59
94848,north 24 parganas,west bengal,2017,7,28.45,32.6,89.22
94849,south 24 parganas,west bengal,2017,7,28.45,32.6,89.22
94850,haora,west bengal,2017,7,28.51,22.01,88.49
94851,kolkata,west bengal,2017,7,28.51,22.01,88.49
94854,hugli,west bengal,2017,7,28.44,20.97,88.74
94857,barddhaman,west bengal,2017,7,28.46,17.87,88.48
94858,nadia,west bengal,2017,7,28.27,21.28,90.06
94867,murshidabad,west bengal,2017,7,28.76,12.59,87.09
94874,maldah,west bengal,2017,7,28.82,11.6,87.0
94882,dakshin dinajpur,west bengal,2017,7,28.5,13.01,89.06
94890,uttar dinajpur,west bengal,2017,7,28.59,11.93,87.66
94902,east midnapore,west bengal,2018,7,29.13,14.98,85.48
94903,north 24 parganas,west bengal,2018,7,28.84,18.69,87.52
94904,south 24 parganas,west bengal,2018,7,28.84,18.69,87.52
94905,haora,west bengal,2018,7,29.02,11.44,85.95
94906,kolkata,west bengal,2018,7,29.02,11.44,85.95
94909,hugli,west bengal,2018,7,29.05,11.24,85.95
94912,barddhaman,west bengal,2018,7,29.15,11.14,85.66
94913,nadia,west bengal,2018,7,28.84,14.96,88.24
94922,murshidabad,west bengal,2018,7,29.66,9.74,83.56
94929,maldah,west bengal,2018,7,29.69,9.15,83.41
94937,dakshin dinajpur,west bengal,2018,7,29.11,10.24,87.54
94945,uttar dinajpur,west bengal,2018,7,29.26,10.23,85.44
94957,east midnapore,west bengal,2019,7,29.59,7.73,81.88
94958,north 24 parganas,west bengal,2019,7,29.12,10.47,85.29
94959,south 24 parganas,west bengal,2019,7,29.12,10.47,85.29
94960,haora,west bengal,2019,7,29.99,5.56,78.64
94961,kolkata,west bengal,2019,7,29.99,5.56,78.64
94964,hugli,west bengal,2019,7,30.15,5.91,77.81
94967,barddhaman,west bengal,2019,7,30.11,6.66,78.65
94968,nadia,west bengal,2019,7,29.2,8.55,85.54
94977,murshidabad,west bengal,2019,7,29.78,9.44,82.57
94984,maldah,west bengal,2019,7,29.61,12.7,84.41
94992,dakshin dinajpur,west bengal,2019,7,28.88,25.23,89.55
95000,uttar dinajpur,west bengal,2019,7,29.12,23.17,87.82
95012,east midnapore,west bengal,2020,7,29.09,7.89,86.06
95013,north 24 parganas,west bengal,2020,7,28.93,9.93,87.13
95014,south 24 parganas,west bengal,2020,7,28.93,9.93,87.13
95015,haora,west bengal,2020,7,28.8,8.33,87.44
95016,kolkata,west bengal,2020,7,28.8,8.33,87.44
95019,hugli,west bengal,2020,7,28.69,9.5,88.11
95022,barddhaman,west bengal,2020,7,28.68,9.89,88.4
95023,nadia,west bengal,2020,7,28.5,10.49,90.16
95032,murshidabad,west bengal,2020,7,28.86,9.95,88.37
95039,maldah,west bengal,2020,7,28.9,11.36,88.76
95047,dakshin dinajpur,west bengal,2020,7,28.59,17.96,90.84
95055,uttar dinajpur,west bengal,2020,7,28.49,21.2,90.68
95067,east midnapore,west bengal,2021,7,28.98,18.13,86.64
95068,north 24 parganas,west bengal,2021,7,28.89,21.89,87.17
95069,south 24 parganas,west bengal,2021,7,28.89,21.89,87.17
95070,haora,west bengal,2021,7,28.72,15.64,88.15
95071,kolkata,west bengal,2021,7,28.72,15.64,88.15
95074,hugli,west bengal,2021,7,28.7,13.01,88.18
95077,barddhaman,west bengal,2021,7,28.75,10.4,87.81
95078,nadia,west bengal,2021,7,28.68,10.83,88.7
95087,murshidabad,west bengal,2021,7,29.0,8.78,86.7
95094,maldah,west bengal,2021,7,29.08,8.85,86.44
95102,dakshin dinajpur,west bengal,2021,7,29.0,9.71,86.85
95110,uttar dinajpur,west bengal,2021,7,28.98,14.98,87.61
95122,east midnapore,west bengal,2022,7,28.98,9.24,84.39
95123,north 24 parganas,west bengal,2022,7,28.9,8.37,84.71
95124,south 24 parganas,west bengal,2022,7,28.9,8.37,84.71
95125,haora,west bengal,2022,7,28.89,7.31,84.03
95126,kolkata,west bengal,2022,7,28.89,7.31,84.03
95129,hugli,west bengal,2022,7,29.05,5.48,82.4
95132,barddhaman,west bengal,2022,7,29.58,4.25,78.8
95133,nadia,west bengal,2022,7,29.27,4.22,81.21
95142,murshidabad,west bengal,2022,7,30.57,4.6,74.1
95149,maldah,west bengal,2022,7,30.17,5.37,77.42
95157,dakshin dinajpur,west bengal,2022,7,29.05,7.17,85.27
95165,uttar dinajpur,west bengal,2022,7,28.88,8.47,86.83
95177,east midnapore,west bengal,2023,7,29.59,8.76,84.47
95178,north 24 parganas,west bengal,2023,7,29.39,8.95,86.04
95179,south 24 parganas,west bengal,2023,7,29.39,8.95,86.04
95180,haora,west bengal,2023,7,29.58,7.32,84.29
95181,kolkata,west bengal,2023,7,29.58,7.32,84.29
95184,hugli,west bengal,2023,7,29.78,6.2,83.01
95187,barddhaman,west bengal,2023,7,30.02,5.26,81.55
95188,nadia,west bengal,2023,7,29.63,5.02,84.61
95197,murshidabad,west bengal,2023,7,30.2,5.54,81.05
95204,maldah,west bengal,2023,7,29.96,7.27,82.79
95212,dakshin dinajpur,west bengal,2023,7,29.47,10.81,86.12
95220,uttar dinajpur,west bengal,2023,7,29.45,13.17,86.1
98857,jalpaiguri,west bengal,2000,7,28.57,5.49,83.97
98858,kochbihar,west bengal,2000,7,28.17,6.71,85.44
98869,darjiling,west bengal,2000,7,22.58,4.43,86.44
98896,jalpaiguri,west bengal,2001,7,29.36,9.37,81.1
98897,kochbihar,west bengal,2001,7,28.97,10.82,82.35
98908,darjiling,west bengal,2001,7,23.29,7.02,84.15
98935,jalpaiguri,west bengal,2002,7,28.28,15.25,87.9
98936,kochbihar,west bengal,2002,7,28.08,14.09,88.03
98947,darjiling,west bengal,2002,7,22.5,12.16,88.16
98974,jalpaiguri,west bengal,2003,7,28.06,15.81,87.71
98975,kochbihar,west bengal,2003,7,27.79,15.4,87.52
98986,darjiling,west bengal,2003,7,22.2,12.21,89.07
99013,jalpaiguri,west bengal,2004,7,27.74,19.97,88.56
99014,kochbihar,west bengal,2004,7,27.47,19.01,88.29
99025,darjiling,west bengal,2004,7,21.7,15.81,90.45
99052,jalpaiguri,west bengal,2005,7,28.39,16.5,85.79
99053,kochbihar,west bengal,2005,7,28.19,16.47,85.18
99064,darjiling,west bengal,2005,7,22.4,11.85,88.35
99091,jalpaiguri,west bengal,2006,7,28.54,12.38,86.16
99092,kochbihar,west bengal,2006,7,28.43,11.48,85.23
99103,darjiling,west bengal,2006,7,22.81,10.74,88.17
99130,jalpaiguri,west bengal,2007,7,28.19,20.28,86.06
99131,kochbihar,west bengal,2007,7,27.9,18.42,86.05
99142,darjiling,west bengal,2007,7,22.34,16.36,88.7
99169,jalpaiguri,west bengal,2008,7,28.3,8.29,86.41
99170,kochbihar,west bengal,2008,7,28.1,7.71,85.97
99181,darjiling,west bengal,2008,7,22.38,8.28,88.36
99208,jalpaiguri,west bengal,2009,7,29.06,12.32,83.52
99209,kochbihar,west bengal,2009,7,28.73,11.92,84.11
99220,darjiling,west bengal,2009,7,23.07,10.2,86.76
99247,jalpaiguri,west bengal,2010,7,27.91,19.91,89.08
99248,kochbihar,west bengal,2010,7,27.67,15.72,88.79
99259,darjiling,west bengal,2010,7,22.05,17.96,91.41
99286,jalpaiguri,west bengal,2011,7,27.94,17.26,88.16
99287,kochbihar,west bengal,2011,7,27.73,13.82,87.43
99298,darjiling,west bengal,2011,7,21.96,16.08,91.49
99325,jalpaiguri,west bengal,2012,7,28.32,17.43,88.52
99326,kochbihar,west bengal,2012,7,28.13,15.81,88.33
99337,darjiling,west bengal,2012,7,22.56,14.02,89.05
99364,jalpaiguri,west bengal,2013,7,28.39,13.82,88.24
99365,kochbihar,west bengal,2013,7,28.14,11.39,88.66
99376,darjiling,west bengal,2013,7,22.55,12.66,89.33
99403,jalpaiguri,west bengal,2014,7,28.77,8.16,87.16
99404,kochbihar,west bengal,2014,7,28.52,7.43,86.87
99415,darjiling,west bengal,2014,7,22.92,7.31,89.26
99442,jalpaiguri,west bengal,2015,7,28.56,8.19,86.55
99443,kochbihar,west bengal,2015,7,28.35,7.64,86.4
99454,darjiling,west bengal,2015,7,22.52,8.12,88.64
99481,jalpaiguri,west bengal,2016,7,28.05,25.24,90.3
99482,kochbihar,west bengal,2016,7,27.8,23.3,90.28
99493,darjiling,west bengal,2016,7,22.18,16.92,92.64
99520,jalpaiguri,west bengal,2017,7,27.95,15.69,89.13
99521,kochbihar,west bengal,2017,7,27.77,14.14,88.48
99532,darjiling,west bengal,2017,7,22.33,12.08,89.72
99559,jalpaiguri,west bengal,2018,7,28.51,14.54,88.11
99560,kochbihar,west bengal,2018,7,28.35,13.75,87.45
99571,darjiling,west bengal,2018,7,22.73,11.92,89.75
99598,jalpaiguri,west bengal,2019,7,28.23,31.47,90.75
99599,kochbihar,west bengal,2019,7,27.93,29.73,90.88
99610,darjiling,west bengal,2019,7,22.54,20.68,91.82
99637,jalpaiguri,west bengal,2020,7,27.89,32.81,91.61
99638,kochbihar,west bengal,2020,7,27.7,28.56,91.24
99649,darjiling,west bengal,2020,7,22.14,27.73,93.73
99676,jalpaiguri,west bengal,2021,7,28.38,19.39,88.93
99677,kochbihar,west bengal,2021,7,28.19,17.39,88.39
99688,darjiling,west bengal,2021,7,22.47,18.01,91.55
99715,jalpaiguri,west bengal,2022,7,28.28,12.59,88.61
99716,kochbihar,west bengal,2022,7,28.14,9.9,88.27
99727,darjiling,west bengal,2022,7,22.59,12.11,90.6
99754,jalpaiguri,west bengal,2023,7,28.83,19.54,87.33
99755,kochbihar,west bengal,2023,7,28.67,16.01,86.57
99766,darjiling,west bengal,2023,7,22.73,15.72,90.31
104162,west midnapore,west bengal,2000,8,28.09,6.11,87.88
104171,bankura,west bengal,2000,8,27.96,4.86,85.8
104181,puruliya,west bengal,2000,8,27.45,5.27,85.53
104192,birbhum,west bengal,2000,8,28.18,5.98,86.45
104332,west midnapore,west bengal,2001,8,28.09,8.73,90.36
104341,bankura,west bengal,2001,8,27.82,8.96,89.65
104351,puruliya,west bengal,2001,8,27.33,7.91,89.35
104362,birbhum,west bengal,2001,8,28.29,5.76,88.22
104502,west midnapore,west bengal,2002,8,27.92,9.66,89.1
104511,bankura,west bengal,2002,8,27.68,9.49,88.11
104521,puruliya,west bengal,2002,8,27.12,9.35,88.44
104532,birbhum,west bengal,2002,8,27.84,8.68,88.74
104672,west midnapore,west bengal,2003,8,28.43,5.79,88.16
104681,bankura,west bengal,2003,8,28.11,6.35,87.36
104691,puruliya,west bengal,2003,8,27.56,7.78,87.77
104702,birbhum,west bengal,2003,8,28.63,3.87,85.97
104842,west midnapore,west bengal,2004,8,28.05,9.48,89.27
104851,bankura,west bengal,2004,8,27.83,11.49,88.51
104861,puruliya,west bengal,2004,8,27.26,13.38,88.83
104872,birbhum,west bengal,2004,8,28.17,6.76,88.13
105012,west midnapore,west bengal,2005,8,28.56,8.24,86.17
105021,bankura,west bengal,2005,8,28.43,5.63,84.01
105031,puruliya,west bengal,2005,8,27.77,5.49,84.57
105042,birbhum,west bengal,2005,8,28.62,7.23,84.97
105182,west midnapore,west bengal,2006,8,27.85,10.19,89.53
105191,bankura,west bengal,2006,8,27.41,8.88,89.69
105201,puruliya,west bengal,2006,8,26.79,9.64,90.39
105212,birbhum,west bengal,2006,8,27.92,6.72,87.7
105352,west midnapore,west bengal,2007,8,27.85,9.12,89.95
105361,bankura,west bengal,2007,8,27.56,11.11,89.47
105371,puruliya,west bengal,2007,8,27.04,11.61,89.33
105382,birbhum,west bengal,2007,8,28.0,7.9,88.61
105522,west midnapore,west bengal,2008,8,27.84,7.88,89.86
105531,bankura,west bengal,2008,8,27.54,8.98,89.24
105541,puruliya,west bengal,2008,8,27.0,9.42,89.66
105552,birbhum,west bengal,2008,8,27.95,7.44,88.2
105692,west midnapore,west bengal,2009,8,28.15,10.79,88.64
105701,bankura,west bengal,2009,8,27.88,10.5,87.93
105711,puruliya,west bengal,2009,8,27.43,9.59,87.43
105722,birbhum,west bengal,2009,8,28.28,11.12,87.67
105862,west midnapore,west bengal,2010,8,28.38,5.26,85.25
105871,bankura,west bengal,2010,8,28.48,3.67,81.5
105881,puruliya,west bengal,2010,8,28.17,4.53,80.65
105892,birbhum,west bengal,2010,8,28.62,4.08,83.08
106032,west midnapore,west bengal,2011,8,27.72,12.89,90.58
106041,bankura,west bengal,2011,8,27.33,12.49,90.0
106051,puruliya,west bengal,2011,8,26.77,13.95,90.2
106062,birbhum,west bengal,2011,8,27.58,12.79,90.07
106202,west midnapore,west bengal,2012,8,28.24,8.16,87.33
106211,bankura,west bengal,2012,8,27.83,9.99,87.49
106221,puruliya,west bengal,2012,8,27.13,11.39,88.2
106232,birbhum,west bengal,2012,8,28.3,7.04,86.59
106372,west midnapore,west bengal,2013,8,27.88,12.26,89.03
106381,bankura,west bengal,2013,8,27.51,11.09,89.17
106391,puruliya,west bengal,2013,8,26.97,9.36,88.52
106402,birbhum,west bengal,2013,8,27.84,8.47,88.86
106542,west midnapore,west bengal,2014,8,28.17,10.69,89.13
106551,bankura,west bengal,2014,8,27.8,11.65,88.26
106561,puruliya,west bengal,2014,8,27.56,9.95,86.81
106572,birbhum,west bengal,2014,8,28.32,10.16,87.27
106712,west midnapore,west bengal,2015,8,28.28,6.59,88.44
106721,bankura,west bengal,2015,8,27.99,6.14,87.64
106731,puruliya,west bengal,2015,8,27.35,7.01,87.88
106742,birbhum,west bengal,2015,8,28.3,6.79,87.68
106882,west midnapore,west bengal,2016,8,28.15,13.54,87.66
106891,bankura,west bengal,2016,8,27.8,14.37,86.97
106901,puruliya,west bengal,2016,8,27.11,15.92,88.05
106912,birbhum,west bengal,2016,8,28.13,11.67,87.16
107052,west midnapore,west bengal,2017,8,28.08,10.5,89.93
107061,bankura,west bengal,2017,8,27.72,12.07,89.88
107071,puruliya,west bengal,2017,8,27.29,11.76,89.46
107082,birbhum,west bengal,2017,8,28.01,10.75,89.53
107222,west midnapore,west bengal,2018,8,28.42,11.14,87.93
107231,bankura,west bengal,2018,8,28.16,11.29,87.2
107241,puruliya,west bengal,2018,8,27.59,12.01,87.49
107252,birbhum,west bengal,2018,8,28.52,8.69,87.34
107392,west midnapore,west bengal,2019,8,28.78,10.36,85.77
107401,bankura,west bengal,2019,8,28.45,9.41,85.46
107411,puruliya,west bengal,2019,8,27.71,10.51,86.81
107422,birbhum,west bengal,2019,8,28.87,6.49,85.41
107562,west midnapore,west bengal,2020,8,28.65,12.63,88.48
107571,bankura,west bengal,2020,8,28.31,11.17,87.98
107581,puruliya,west bengal,2020,8,27.68,11.12,88.37
107592,birbhum,west bengal,2020,8,28.47,8.38,88.39
107732,west midnapore,west bengal,2021,8,28.09,9.23,90.02
107741,bankura,west bengal,2021,8,27.75,8.11,89.11
107751,puruliya,west bengal,2021,8,27.29,6.99,88.8
107762,birbhum,west bengal,2021,8,28.12,6.61,88.75
107902,west midnapore,west bengal,2022,8,28.25,12.62,87.45
107911,bankura,west bengal,2022,8,28.01,11.56,86.24
107921,puruliya,west bengal,2022,8,27.46,13.39,86.14
107932,birbhum,west bengal,2022,8,28.52,8.25,84.67
108072,west midnapore,west bengal,2023,8,28.79,9.05,85.03
108081,bankura,west bengal,2023,8,28.43,8.99,84.22
108091,puruliya,west bengal,2023,8,27.75,9.73,84.62
108102,birbhum,west bengal,2023,8,28.8,9.79,84.3
108168,east midnapore,west bengal,2000,8,28.26,7.59,88.15
108169,north 24 parganas,west bengal,2000,8,28.16,8.17,88.77
108170,south 24 parganas,west bengal,2000,8,28.16,8.17,88.77
108171,haora,west bengal,2000,8,28.09,7.6,89.04
108172,kolkata,west bengal,2000,8,28.09,7.6,89.04
108175,hugli,west bengal,2000,8,28.11,7.51,88.8
108178,barddhaman,west bengal,2000,8,28.2,7.13,88.32
108179,nadia,west bengal,2000,8,28.13,7.92,89.08
108188,murshidabad,west bengal,2000,8,28.52,6.39,86.53
108195,maldah,west bengal,2000,8,28.64,6.29,85.94
108203,dakshin dinajpur,west bengal,2000,8,28.55,6.79,86.4
108211,uttar dinajpur,west bengal,2000,8,28.8,6.63,84.53
108223,east midnapore,west bengal,2001,8,28.14,9.2,90.86
108224,north 24 parganas,west bengal,2001,8,28.12,8.59,90.87
108225,south 24 parganas,west bengal,2001,8,28.12,8.59,90.87
108226,haora,west bengal,2001,8,28.17,8.2,90.81
108227,kolkata,west bengal,2001,8,28.17,8.2,90.81
108230,hugli,west bengal,2001,8,28.27,6.85,90.16
108233,barddhaman,west bengal,2001,8,28.39,5.67,89.35
108234,nadia,west bengal,2001,8,28.41,5.13,89.44
108243,murshidabad,west bengal,2001,8,28.85,4.52,86.94
108250,maldah,west bengal,2001,8,29.02,4.43,85.88
108258,dakshin dinajpur,west bengal,2001,8,29.01,5.03,86.13
108266,uttar dinajpur,west bengal,2001,8,29.0,6.25,85.3
108278,east midnapore,west bengal,2002,8,27.98,10.71,89.48
108279,north 24 parganas,west bengal,2002,8,27.88,10.59,89.84
108280,south 24 parganas,west bengal,2002,8,27.88,10.59,89.84
108281,haora,west bengal,2002,8,27.86,10.16,90.11
108282,kolkata,west bengal,2002,8,27.86,10.16,90.11
108285,hugli,west bengal,2002,8,27.93,8.88,89.67
108288,barddhaman,west bengal,2002,8,28.01,7.8,89.31
108289,nadia,west bengal,2002,8,27.98,7.09,89.48
108298,murshidabad,west bengal,2002,8,28.26,8.52,88.58
108305,maldah,west bengal,2002,8,28.29,8.95,88.41
108313,dakshin dinajpur,west bengal,2002,8,28.12,9.46,89.03
108321,uttar dinajpur,west bengal,2002,8,28.11,8.69,88.47
108333,east midnapore,west bengal,2003,8,28.57,6.39,88.27
108334,north 24 parganas,west bengal,2003,8,28.46,6.38,88.61
108335,south 24 parganas,west bengal,2003,8,28.46,6.38,88.61
108336,haora,west bengal,2003,8,28.47,5.93,88.73
108337,kolkata,west bengal,2003,8,28.47,5.93,88.73
108340,hugli,west bengal,2003,8,28.55,5.09,88.08
108343,barddhaman,west bengal,2003,8,28.71,4.21,87.07
108344,nadia,west bengal,2003,8,28.71,3.98,87.19
108353,murshidabad,west bengal,2003,8,29.2,3.39,84.71
108360,maldah,west bengal,2003,8,29.25,3.34,84.79
108368,dakshin dinajpur,west bengal,2003,8,29.1,4.04,85.83
108376,uttar dinajpur,west bengal,2003,8,28.96,4.23,86.12
108388,east midnapore,west bengal,2004,8,28.1,10.1,90.28
108389,north 24 parganas,west bengal,2004,8,28.01,10.23,90.65
108390,south 24 parganas,west bengal,2004,8,28.01,10.23,90.65
108391,haora,west bengal,2004,8,28.09,9.08,89.97
108392,kolkata,west bengal,2004,8,28.09,9.08,89.97
108395,hugli,west bengal,2004,8,28.23,7.49,89.0
108398,barddhaman,west bengal,2004,8,28.34,6.08,88.56
108399,nadia,west bengal,2004,8,28.36,5.45,88.52
108408,murshidabad,west bengal,2004,8,28.56,5.38,88.09
108415,maldah,west bengal,2004,8,28.57,5.7,88.22
108423,dakshin dinajpur,west bengal,2004,8,28.53,6.79,88.56
108431,uttar dinajpur,west bengal,2004,8,28.55,7.87,87.94
108443,east midnapore,west bengal,2005,8,28.6,10.32,87.68
108444,north 24 parganas,west bengal,2005,8,28.57,10.18,87.98
108445,south 24 parganas,west bengal,2005,8,28.57,10.18,87.98
108446,haora,west bengal,2005,8,28.6,9.49,87.15
108447,kolkata,west bengal,2005,8,28.6,9.49,87.15
108450,hugli,west bengal,2005,8,28.7,7.93,85.98
108453,barddhaman,west bengal,2005,8,28.77,6.85,85.51
108454,nadia,west bengal,2005,8,28.82,6.34,85.48
108463,murshidabad,west bengal,2005,8,29.01,8.34,85.48
108470,maldah,west bengal,2005,8,29.11,10.0,85.68
108478,dakshin dinajpur,west bengal,2005,8,28.93,12.43,86.85
108486,uttar dinajpur,west bengal,2005,8,28.84,15.03,86.99
108498,east midnapore,west bengal,2006,8,28.12,11.73,89.23
108499,north 24 parganas,west bengal,2006,8,28.03,11.02,89.43
